,Unnamed: 0,level_0,index,ID,Brightness,Colorfulness,Entropy,UniqueColors,Keypoints,Color1R,Color1G,Color1B,Color2R,Color2G,Color2B,Image URL,Title,Author,Sales Rank,Date,Review Score
8159,8159,8159,9143,0618663770,0.7637543000000001,139.94294135972828,4.8881497000000005,75187,0.015580000000000004,243,234,27,252,240,0,http://ecx.images-amazon.com/images/I/51YgAoAX1YL.jpg,Curious George's Dinosaur Discovery,H. A. Rey,53524.0,"April 10, 2006",4.68
6113,6113,6113,6851,0375840141,0.5499923000000001,76.32718564010236,7.3984685,69400,0.02081081081081081,242,227,216,40,77,72,http://ecx.images-amazon.com/images/I/51DmKrDd57L.jpg,How Many Seeds in a Pumpkin? (Mr. Tiffin's Classroom Series),Margaret McNamara,72755.0,"July 10, 2007",4.85
6869,6869,6869,7699,0756505860,0.4816919,101.63018432357046,4.828648,53142,0.011235732009925559,231,67,148,182,37,128,http://ecx.images-amazon.com/images/I/51wpDGr3VuL.jpg,Martial Arts for Fun!,Kevin Carter,7899558.0,"January 1, 2004",0.0
10163,10163,10164,11390,1338030000,0.8659959999999999,17.96550003753934,5.1927385,11563,0.03101036269430052,248,248,248,244,249,248,http://ecx.images-amazon.com/images/I/611CUZDquqL.jpg,Harry Potter Creatures Coloring Book,Scholastic,5836.0,"January 26, 2016",4.64
11950,11950,11951,13406,1410928691,0.5079928,65.91122731094043,7.0345516,51518,0.015448101265822784,123,156,181,71,110,141,http://ecx.images-amazon.com/images/I/51MTG%2ByN4CL.jpg,Fighter Jet: Atoms and Molecules (Raintree Fusion: Physical Science),Lisa Trumbauer,12659674.0,"September 13, 2007",0.0
5018,5018,5018,5630,1410940829,0.60534865,81.42116742788428,7.7718053,63942,0.05262702702702703,208,156,109,230,220,209,http://ecx.images-amazon.com/images/I/61%2Bj2OwBuuL.jpg,Pioneers to the West (Children's True Stories: Migration),John Bliss,1788705.0,"August 1, 2011",2.5
5998,5998,5998,6723,1452112509,0.44503304,115.75740787458432,6.6363235000000005,59569,0.009502008032128514,29,179,231,21,178,227,http://ecx.images-amazon.com/images/I/51-koXk0nHL.jpg,Little Monkey: Finger Puppet Book (Little Finger Puppet Board Books),ImageBooks,24571.0,"July 23, 2013",4.67
2280,2280,2280,2533,059046146X,0.69202226,53.70163334105202,7.1909304,83709,0.027024930747922442,251,246,230,133,91,59,http://ecx.images-amazon.com/images/I/51vGVJgxI7L.jpg,The Hole in the Dike (A Blue Ribbon Book),Norma B. Green,681172.0,"May 1, 1993",4.6
1366,1366,1366,1514,1622852176,0.46005654,85.50073016769223,7.4772630000000015,86392,0.013752112676056338,153,177,62,166,175,99,http://ecx.images-amazon.com/images/I/51pyXVeQvuL.jpg,Soccer Star Robinho (Goal! Latin Stars of Soccer),Marty Gitlin,4539061.0,"April 1, 2014",0.0
6437,6437,6437,7214,0873588592,0.5702155,43.596045412660025,7.119646,83681,0.02676303317535545,131,91,75,179,155,122,http://ecx.images-amazon.com/images/I/51c3AsOJWIL.jpg,"My Name is Gabriela/Me llamo Gabriela (Bilingual): The Life of Gabriela Mistral/la vida de Gabriela Mistral (English, Multilingual and Spanish Edition)",Monica Brown,179374.0,"September 1, 2005",4.79
7803,7803,7803,8752,140277334X,0.6191163000000001,69.20416311897951,7.1368246,64962,0.014403314917127073,185,216,232,223,210,193,http://ecx.images-amazon.com/images/I/51h1x-7RToL.jpg,Classic StartsEE¢: The Odyssey (Classic Starts(TM) Series),Homer,42558.0,"June 7, 2011",4.54
735,735,735,816,1595669256,0.72811633,93.86265677359437,6.8366747000000005,68166,0.011623059866962306,207,232,246,254,253,249,http://ecx.images-amazon.com/images/I/51hsjXt0C9L.jpg,Bulldozers (Mighty Machines QEB),Amanda Askew,3855421.0,"January 7, 2010",4.01
4122,4122,4122,4613,0694016519,0.5255612,91.58326256104331,6.2541957,82088,0.016530516431924883,62,168,93,214,132,96,http://ecx.images-amazon.com/images/I/516sP0mF4%2BL.jpg,"Buenas noches, Luna (Goodnight Moon, Spanish Edition)",Margaret Wise Brown,20743.0,"March 19, 2002",4.45
8297,8297,8297,9289,1570914435,0.8457841,55.55933236149599,5.584447,48558,0.020432,249,248,243,210,223,234,http://ecx.images-amazon.com/images/I/516QTCdvt4L.jpg,Popcorn! (Charlesbridge),Elaine Landau,232917.0,"February 1, 2003",4.67
8692,8692,8692,9739,1577650026,0.21323958,43.100618919898494,5.8449016,40564,0.0137911227154047,36,34,30,133,85,68,http://ecx.images-amazon.com/images/I/516DziOl1-L.jpg,Mini Bikes (Ultimate Motorcycle Series),Lori K. Pupeza,10165130.0,"June 1, 1999",0.0
2306,2306,2306,2566,1514128152,0.5721724,63.57198305300452,7.569613499999999,86385,0.02986,111,104,69,100,193,214,http://ecx.images-amazon.com/images/I/61T0tHfyJkL.jpg,Ti et la Cle Magique: Comment tout a commence (French Edition),Dana Popov,10477683.0,"June 2, 2015",0.0
5626,5626,5626,6313,044845033X,0.5357012,58.64142588399547,7.3151927,61381,0.03545945945945946,246,240,231,122,81,49,http://ecx.images-amazon.com/images/I/51ucZF-mWOL.jpg,"Ickstory: Unraveling the History of Mummies Around the World (Penguin Young Readers, Level 4)",Sylvia Branzei,1426795.0,"October 15, 2009",3.0
3897,3897,3897,4362,0062200852,0.58418715,68.30040618072336,7.563355400000002,76086,0.042383233532934134,99,185,147,240,232,220,http://ecx.images-amazon.com/images/I/61E57kK-62L.jpg,How to Read Literature Like a Professor: For Kids,Thomas C. Foster,43692.0,"April 23, 2013",4.02
11175,11175,11176,12531,1612126510,0.6820811,63.82581817831208,7.396658,80422,0.02783098591549296,184,174,127,213,233,243,http://ecx.images-amazon.com/images/I/51WKQTtTrUL.jpg,Build! A Knight's Castle: Paper Toy Archaeology,Annalie Seaman,735633.0,"October 6, 2015",3.4
9087,9087,9087,10190,0142500216,0.6627319,102.99039318324205,7.287648700000001,128236,0.03685074626865672,228,217,91,246,226,172,http://ecx.images-amazon.com/images/I/61ACkt%2BzvbL.jpg,How Chipmunk Got His Stripes (Picture Puffins),Joseph Bruchac,220547.0,"April 14, 2003",4.68
8661,8661,8661,9702,1937161420,0.5986901,96.73471634897163,7.562061999999999,79099,0.022974093264248704,248,218,195,230,75,58,http://ecx.images-amazon.com/images/I/61ZpdNCQSdL.jpg,Programming Home Projects with Java,Philip Conrod,5503079.0,"February 18, 2013",5.0
11486,11486,11487,12882,0486409732,0.7790613000000001,66.18865281004453,5.940815,58008,0.022706214689265536,253,243,173,126,94,54,http://ecx.images-amazon.com/images/I/51b3vH0lQtL.jpg,Construction Trucks Stickers (Dover Little Activity Books Stickers),Bruce LaFontaine,292535.0,"April 11, 2000",4.0
1368,1368,1368,1517,0689825560,0.70126915,41.86355505362897,7.2644773,41134,0.03590928540864356,192,163,128,233,222,198,http://ecx.images-amazon.com/images/I/51RS7W3YPXL.jpg,Exploring the Ice Age,Margaret Cooper,2677598.0,"September 1, 2001",4.5
11186,11186,11187,12543,1426306997,0.6436013,115.03381097119538,6.853853,82863,0.0249109947643979,143,158,67,254,222,0,http://ecx.images-amazon.com/images/I/51w95ru2eSL.jpg,Nat Geo Wild Animal Atlas: Earth's Astonishing Animals and Where They Live (National Geographic Kids),National Geographic,14456.0,"September 28, 2010",4.71
4576,4576,4576,5140,0531123804,0.36426535,45.54327542275778,6.835742999999999,73666,0.029177570093457943,69,54,25,85,69,32,http://ecx.images-amazon.com/images/I/516TJ4NASHL.jpg,Ancient Kushites (People of the Ancient World),Liz Sonneborn,2286189.0,"March 1, 2005",3.98
4975,4975,4975,5583,1429647280,0.48404655,109.07085224533805,6.923198700000001,90261,0.0231219512195122,243,118,68,8,11,26,http://ecx.images-amazon.com/images/I/51kMuvjufmL.jpg,Cool Hockey Facts (Cool Sports Facts),Kathryn Clay,4769972.0,"July 1, 2010",3.02
1810,1810,1810,2012,0723257639,0.87195486,34.85904088665098,4.63716,41646,0.013129533678756477,249,245,239,193,164,131,http://ecx.images-amazon.com/images/I/41YhYOYKnrL.jpg,"The World of Peter Rabbit (The Original Peter Rabbit, Books 1-23, Presentation Box)",Beatrix Potter,8157.0,"May 4, 2006",4.75
9419,9419,9419,10554,1856696324,0.6179934,72.44053529509526,6.436031,30541,0.03230857142857143,182,176,153,246,77,158,http://ecx.images-amazon.com/images/I/512LLsC5uqL.jpg,"My Wonderful World of Fashion: A Book for Drawing, Creating and Dreaming",Nina Chakrabarti,113939.0,"September 23, 2009",4.38
11639,11639,11640,13055,0060724889,0.8418773,43.12800026305236,3.7002335,15136,0.0091358574610245,246,216,187,155,156,160,http://ecx.images-amazon.com/images/I/415rTJ2z85L.jpg,Marshmallow,Clare Turlay Newberry,32227.0,"January 26, 2010",4.81
379,379,379,421,0385371381,0.6550891999999999,88.25354198954861,7.5541589999999985,99560,0.021017031630170317,244,234,205,241,225,80,http://ecx.images-amazon.com/images/I/51Cm7ZMcmlL.jpg,"Time for Bed, Elmo! (Sesame Street) (Little Golden Book)",Sarah Albee,4182.0,"July 22, 2014",4.54
8710,8710,8710,9760,1595154531,0.37009886,33.560494045268456,7.121182000000001,16675,0.04090534979423868,106,90,61,72,88,121,http://ecx.images-amazon.com/images/I/31ZLYBVFQ7L.jpg,Dirt Bikes (Motorcycle Mania),David Armentrout,8475848.0,"October 30, 2005",0.0
9195,9195,9195,10308,0062189123,0.6810206,64.85489890047711,7.3955493,108896,0.040468,210,235,216,128,183,147,http://ecx.images-amazon.com/images/I/61KMZyxsVML.jpg,Pinkalicious: Merry Pinkmas!,Victoria Kann,1000.0,"September 24, 2013",4.67
1119,1119,1119,1248,9806053443,0.5618385,82.34056254710117,5.8856373,32329,0.008874666666666666,102,200,39,119,212,52,http://ecx.images-amazon.com/images/I/41-qfa0mpNL.jpg,El Ã¡rbol generoso,Shel Silverstein,30293.0,"August 10, 2011",4.68
6864,6864,6864,7694,1250068088,0.48329675,96.95202269676344,6.915583,53399,0.012429411764705882,220,85,50,146,95,60,http://ecx.images-amazon.com/images/I/51DgRiPxG6L.jpg,I Kill the Mockingbird,Paul Acampora,410354.0,"May 26, 2015",4.36
3072,3072,3072,3432,0399243003,0.46020785,75.73008264386738,7.550302,95061,0.034286472148541115,29,124,58,23,93,41,http://ecx.images-amazon.com/images/I/51f-x8v5N%2BL.jpg,"Buenas noches, Gorila (Spanish Edition)",Peggy Rathmann,58726.0,"September 9, 2004",4.47
10402,10402,10403,11653,1250018684,0.64465255,118.288467809021,7.0889015,89178,0.016116853932584267,252,220,87,252,236,207,http://ecx.images-amazon.com/images/I/61OS1iQrg8L.jpg,My First Chinese New Year (My First Holiday),Karen Katz,71219.0,"December 11, 2012",4.41
11619,11619,11620,13035,0439698391,0.6933266,160.8809949252316,5.3043312999999985,46734,0.01287864077669903,251,218,15,252,247,246,http://ecx.images-amazon.com/images/I/5120ETtQqsL.jpg,Do Not Open This Book,Michaela Muntean,100710.0,"March 1, 2006",4.74
9100,9100,9100,10203,1856976742,0.5312359,80.4212602912322,6.9801955,73039,0.010017699115044248,220,145,82,105,105,131,http://ecx.images-amazon.com/images/I/41oO3xQ%2BsRL.jpg,Pyramids,Anne Millard,2717957.0,"April 15, 1996",0.0
1640,1640,1640,1820,0761156984,0.5587236,101.30328500170992,7.288748299999999,114586,0.034264,31,139,73,70,164,84,http://ecx.images-amazon.com/images/I/61CZyAw4AOL.jpg,Indestructibles Wiggle! March!,Kaaren Pixton,30698.0,"December 16, 2009",4.55
4217,4217,4217,4722,0374324255,0.7834904,94.80354988278441,6.6581016,16546,0.02451845906902087,210,223,102,212,232,243,http://ecx.images-amazon.com/images/I/31A6CDCGB7L.jpg,Gift of the Sun: A Tale from South Africa,Dianne Stewart,2292010.0,"September 1, 1996",4.86
11641,11641,11642,13057,1423140591,0.59410316,36.031212943176996,7.353228,61293,0.030194690265486726,216,231,243,248,247,245,http://ecx.images-amazon.com/images/I/51EJSYod-tL.jpg,"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,15868.0,"October 4, 2011",4.77
7618,7618,7618,8547,1403430268,0.76897895,25.657245148218745,6.8923182,18541,0.02071496212121212,242,237,235,221,232,240,http://ecx.images-amazon.com/images/I/31QPND84lOL.jpg,El Dma de Independencia (Independence Day) (Historias de Fiestas (Holiday Histories)) (Spanish Edition),Mir Tamim Ansary,19477776.0,"April 1, 2003",0.0
7754,7754,7754,8699,1442449616,0.5879281999999999,125.9672889604325,6.915787,62439,0.021344927536231885,3,161,220,8,138,189,http://ecx.images-amazon.com/images/I/61OU7DP9PfL.jpg,Dork Diaries 5: Tales from a Not-So-Smart Miss Know-It-All,Rachel RenÃ©e Russell,7817.0,"October 2, 2012",4.74
636,636,636,708,0786807539,0.6201357,64.40107794879954,6.209939,46035,0.012785340314136126,205,156,91,121,85,75,http://ecx.images-amazon.com/images/I/51autgvOI1L.jpg,Coming Together: Celebrations for African American Families,Harriette Cole,509018.0,"October 1, 2003",4.75
1014,1014,1014,1133,0545202566,0.48244765,94.1640050312673,6.5197654,78144,0.01976023391812865,18,114,178,120,160,205,http://ecx.images-amazon.com/images/I/51oPs7nVmSL.jpg,"Samantha the Swimming Fairy (Rainbow Magic: The Sports Fairies, No. 5)",Daisy Meadows,48762.0,"April 1, 2010",4.36
805,805,805,897,0375837388,0.44642192,41.589747518867284,7.5561686,52068,0.010447688564476884,12,37,78,144,163,156,http://ecx.images-amazon.com/images/I/51EqENx5zIL.jpg,You Never Heard of Sandy Koufax?!,Jonah Winter,1134257.0,"February 24, 2009",4.28
4983,4983,4983,5592,0374355495,0.7200506999999999,64.06938541539087,6.9550905,131367,0.03021774193548387,183,226,246,228,218,179,http://ecx.images-amazon.com/images/I/613r-T9OAbL.jpg,The Not Very Merry Pout-Pout Fish (A Pout-Pout Fish Adventure),Deborah Diesen,9180.0,"September 8, 2015",4.6
8487,8487,8487,9500,1512352993,0.9340574,27.16332449476907,3.4511545,20751,0.009057057057057056,249,246,244,242,249,248,http://ecx.images-amazon.com/images/I/41UCa8JxJTL.jpg,"Taylor Swift: The Ultimate Fan Book 2015: Taylor Swift Facts, Quotes and Quiz (Taylor Swift Fan Books) (Volume 2)",Jenny Kellett,787542.0,"May 23, 2015",3.31
251,251,251,280,1554539617,0.5189264,46.567655031565934,7.08665,88770,0.058657824933687,69,123,75,97,151,91,http://ecx.images-amazon.com/images/I/61oKKqyLfzL.jpg,Tree of Life: The Incredible Biodiversity of Life on Earth (CitizenKid),Rochelle Strauss,361794.0,"March 1, 2013",4.58
10395,10395,10396,11646,1560063750,0.4168102,72.46561189211283,6.822012400000001,73975,0.03741010943199583,120,98,52,166,48,151,http://ecx.images-amazon.com/images/I/51EFF4425PL.jpg,Life During the Renaissance (Way People Live),Patricia D. Netzley,3342162.0,"April 1, 1998",5.0
9165,9165,9165,10275,1416934898,0.4270657,44.57899721342002,7.321488,65938,0.021708333333333333,115,88,56,176,170,109,http://ecx.images-amazon.com/images/I/51F6RQPRATL.jpg,The Seven Wonders of Sassafras Springs,Betty G. Birney,527781.0,"February 27, 2007",4.62
2110,2110,2110,2344,0060531614,0.8117171999999999,86.21049540002507,5.1745286,50582,0.01647,254,254,250,217,242,238,http://ecx.images-amazon.com/images/I/51OxNXS6wuL.jpg,Mighty Maddie (MathStart 1),Stuart J. Murphy,195775.0,"September 21, 2004",4.09
10936,10936,10937,12261,0394861027,0.60375315,79.61949039871811,5.9585686,38570,0.014010246856078249,56,127,184,238,241,245,http://ecx.images-amazon.com/images/I/515S8PZZY7L.jpg,It's Not Easy Being a Bunny (Beginner Books(R)),Marilyn Sadler,19919.0,"September 12, 1983",4.83
5910,5910,5910,6629,1426300425,0.514443,53.20960211697134,7.852008,75624,0.03964127764127765,115,100,87,186,151,122,http://ecx.images-amazon.com/images/I/61KXC2BGNBL.jpg,George vs. George: The American Revolution As Seen from Both Sides,Rosalyn Schanzer,25321.0,"January 9, 2007",4.76
8205,8205,8205,9190,054565226X,0.42460766,90.31496538119076,7.354695299999999,62502,0.014203703703703703,167,52,58,69,38,42,http://ecx.images-amazon.com/images/I/51fEbMHqMTL.jpg,"The Finisher (Vega Jane, Book 1)",David Baldacci,43706.0,"March 3, 2015",3.63
11003,11003,11004,12336,0312602774,0.72714406,11.595715224271677,7.3503,22612,0.03902994011976048,224,228,232,233,239,237,http://ecx.images-amazon.com/images/I/51Ij7iBljML.jpg,And Both Were Young,Madeleine L'Engle,213379.0,"March 1, 2011",4.65
2683,2683,2683,2989,0590480537,0.24905972,47.147081529908704,7.188439999999999,59867,0.02045685279187817,38,14,11,35,9,13,http://ecx.images-amazon.com/images/I/51F%2B4T73wzL.jpg,Samuel Eaton's Day: A Day in the Life of a Pilgrim Boy,Kate Waters,92216.0,"November 1, 1996",4.93
5377,5377,5377,6030,0830744010,0.66731524,97.84625403886942,6.9940834,88361,0.020817258883248733,250,245,226,231,149,82,http://ecx.images-amazon.com/images/I/61P-KGpp08L.jpg,The Big Book of Discipleship Basics: 52 small-group lessons; step-by-step format for leading small group; gives you amazing opportunities for discipleship (Big Books),Gospel Light,599879.0,"May 4, 2007",4.63
4460,4460,4460,5007,1589526554,0.5901831999999999,92.5766826700095,7.062893400000001,77220,0.015279679018173238,233,128,71,155,183,156,http://ecx.images-amazon.com/images/I/51N8FKGBR4L.jpg,Venus and Serena Williams (Discover the Life of a Sports Star),David Armentrout,18852764.0,"July 1, 2003",0.0
4769,4769,4769,5355,0152024468,0.31964892,82.12482434565726,5.9182944000000015,42402,0.005404814004376367,49,31,41,247,59,126,http://ecx.images-amazon.com/images/I/510Gh4hLtFL.jpg,Day of the Dead,Tony Johnston,408819.0,"September 1, 2000",4.53
8562,8562,8562,9593,1426302428,0.3910148,21.16457311170609,7.532383999999999,36104,0.03683935742971888,100,91,74,52,42,34,http://ecx.images-amazon.com/images/I/51uj0hFGoPL.jpg,Face to Face With Wolves (Face to Face with Animals),Jim Brandenburg,143816.0,"May 13, 2008",4.74
3932,3932,3932,4400,144885203X,0.60728526,73.85565057904466,7.406097999999999,68509,0.03536764705882353,195,250,242,28,31,39,http://ecx.images-amazon.com/images/I/51wn1KVy-gL.jpg,Spinosaurus: The Thorn Lizard (Graphic Dinosaurs),David West,1083982.0,"August 15, 2011",5.0
6750,6750,6750,7567,1402290829,0.7199853,53.95741603945043,6.7358465,116964,0.0373978021978022,251,246,205,186,155,120,http://ecx.images-amazon.com/images/I/61weEnfu3CL.jpg,The Snatchabook,Helen Docherty,49688.0,"October 1, 2013",4.77
1011,1011,1011,1130,193631343X,0.6930239,98.76245578632015,5.784828,53587,0.01952,250,249,241,181,47,70,http://ecx.images-amazon.com/images/I/519FVbWY1ZL.jpg,Explorers of the New World: Discover the Golden Age of Exploration With 22 Projects (Build It Yourself),Carla Mooney,431962.0,"July 1, 2011",4.86
11398,11398,11399,12782,1404863915,0.47334218,62.050097003825954,7.238759,76581,0.016461152882205513,130,86,53,204,152,88,http://ecx.images-amazon.com/images/I/51PO-ic%2B8CL.jpg,Pick a Perfect Pumpkin: Learning About Pumpkin Harvests (Autumn),Robin Koontz,2802288.0,"August 1, 2010",0.0
10982,10982,10983,12312,1419714643,0.82939535,59.09097157824485,3.858973,38094,0.010072144288577157,254,254,254,110,185,92,http://ecx.images-amazon.com/images/I/51FD%2BHh2ssL.jpg,Vegetables in Underwear,Jared Chapman,77244.0,"April 7, 2015",4.74
9591,9591,9591,10746,0761384928,0.5902775,94.89583844976826,5.998893700000001,86187,0.01670182555780933,106,179,70,241,205,52,http://ecx.images-amazon.com/images/I/51RWEEa-gZL.jpg,Grover and Big Bird's Passover Celebration (Shalom Sesame),Tilda Balsley,747147.0,"January 1, 2013",4.51
838,838,838,935,1429601477,0.5688043,43.94568238221712,7.88198,79904,0.04399489795918368,205,224,235,148,162,172,http://ecx.images-amazon.com/images/I/617m-W5rR6L.jpg,Frank Zamboni and the Ice-Resurfacing Machine (Inventions and Discovery),Kay Melchisedech Olson,3497317.0,"September 1, 2007",0.0
11215,11215,11216,12574,1580138012,0.57780635,64.53740975343769,7.5428877,128493,0.02792,124,92,75,238,225,191,http://ecx.images-amazon.com/images/I/6155rHWJOwL.jpg,A Day at an Airport (Time Goes By),Sarah Harrison,353446.0,"March 1, 2009",4.39
5182,5182,5182,5819,0694014257,0.8380278,77.12311442832383,5.3395410000000005,66984,0.019432,252,249,245,245,225,233,http://ecx.images-amazon.com/images/I/51lF8yNJVOL.jpg,"Happy Birthday, Mouse! (If You Give...)",Laura Numeroff,34265.0,"April 24, 2012",4.37
